WWI_ID,MSNDATE,OPERATION,COUNTRY,SERVICE,UNIT,MDS,MISSIONNUM,TAKEOFFTIME,NUMBEROFPLANESATTACKING,CALLSIGN,WEAPONSEXPENDED,WEAPONTYPE,WEAPONWEIGHT,BOMBLOAD,LATITUDE,LONGITUDE,TGTLOCATION,TGTCOUNTRY,TGTTYPE,TAKEOFFBASE,TAKEOFFLATITUDE,TAKEOFFLONGITUDE,BDA,ENEMYACTION,ROUTEDETAILS,ISRCOLLECTED,FRIENDLYCASUALTIES,WEATHER,ALTITUDE
650,23/10/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1750,1750,50.083333,8.25,WIESBADEN,GERMANY,AERODROME,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,6500
651,23/10/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,4,,,,6680,1670,49.233333,7,"SAARBRUCKEN, METZ",GERMANY,"RAILWAYS, BURBACH WORKS",XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,8700
652,23/10/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,4,,,,8208,2052,49.4446997,7.7690041,"KAISERSLAUTERN, SAARBRUCKEN",GERMANY,RAIL JTN & STN,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,10000
653,23/10/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,5,,,,7882,1576.4,49.488333,8.464722,"MANNHEIM, SAARBURG, US, COBLENLZ",GERMANY,"BASF, BLAST FURN, RAIL, BRIDGE",ROVILLE-AUX-CH_NES,48.382848,6.62454128,,,,,0,,10000
654,23/10/1918,,USA,USAAS,1ST PURSUIT GRP,SPAD XIII,,,,,,,79.86,,,,,FRANCE,,REMBERCOURT,48.987283,5.904272,,,,,,,
655,23/10/1918,,USA,USAAS,1ST OBSERVERVATION GRP,,,,,,,,26.4,,,,,FRANCE,,,,,,,,,,,
656,26/10/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,81,10/26/18 8:35,11,,22,155 MM DEMOLITION,2420,220,49.426347,4.955855,BUZANCY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS WERE OBSERVED AT EASTERN EDGE OF TOWN ON ROAD AND IN AVIATION FIELD.,"ANTIAIRCRAFT WAS HEAVY BUT ACCURATE IN THE REGION OF BUZANCY.  8 EA, PROBABLY FOKKERS SEEN NEAR BAYONVILLE AT 10:00 AND 9,000 FT.  RED NOSES, BLACK BODIES, WHITE TAILS.","BAR-LE-DUC, VARENNES, GRAND PRE, BUZANCY, XXXX, MAULAN",NONE,"1ST LIEUT R.E. TOWNES(P) & 2ND LIEUT S.T. JOHNSON(O) FORCED LANDING AT TENT SUR XXXXXX. 2ND LIEUT MURPHY (P) & 2ND LT FULTON (O) FORCED LANDING AT TOUILLY.  2ND LIEUT. KEEPFGEN (P) 1ST LIEUT WILLIS JR. (O) HAVE NOT REPORTED, BUT BELIEVED TO HAVE LANDED WI",FAIR,13000
657,26/10/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,81,10/26/18 8:35,11,,130,M.P. 4 INCENDIARIES,520,47.27272727,49.426347,4.955855,BUZANCY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS WERE OBSERVED AT EASTERN EDGE OF TOWN ON ROAD AND IN AVIATION FIELD.,"ANTIAIRCRAFT WAS HEAVY BUT ACCURATE IN THE REGION OF BUZANCY.  8 EA, PROBABLY FOKKERS SEEN NEAR BAYONVILLE AT 10:00 AND 9,000 FT.  RED NOSES, BLACK BODIES, WHITE TAILS.","BAR-LE-DUC, VARENNES, GRAND PRE, BUZANCY, XXXX, MAULAN",NONE,"1ST LIEUT R.E. TOWNES(P) & 2ND LIEUT S.T. JOHNSON(O) FORCED LANDING AT TENT SUR XXXXXX. 2ND LIEUT MURPHY (P) & 2ND LT FULTON (O) FORCED LANDING AT TOUILLY.  2ND LIEUT. KEEPFGEN (P) 1ST LIEUT WILLIS JR. (O) HAVE NOT REPORTED, BUT BELIEVED TO HAVE LANDED WI",FAIR,13000
658,27/10/1918,ARGONNE-MEUSE,USA,USAAS,11TH AERO SQUADRON,,82,10/27/18 13:45,6,,12,155 MM DEMOLITION,1320,220,49.40558,4.87874,BRIQUENAY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS OBSERVED ON EDGE OF TOWN,"ANTIAIRCRAFT ACTIVE BUT INACCURATE.  12 ENEMY AIRCRAFT SEEN AND ENGAGED , 7 FOKKERS, 5 PFALZ AT 15:10, 11,000 FT.  FOKKERS - RED NOSE BLUE BODIES.  PFALZ YELLOW NOSE AND WHITE TAIL.  1 ENEMY AIRCRAFT SEEN TO HAVE GONE OUT OF CONTROL.","BAR-LE-DUC, GRANDPRE, OBJ. AND RETURN",TRAIN GOING NORTH OUT OF BUZANCY.,NONE,VERY POOR,11000
659,27/10/1918,ARGONNE-MEUSE,USA,USAAS,11TH AERO SQUADRON,,82,10/27/18 13:45,6,,2000,ROUNDS,49.72,8.286666667,49.40558,4.87874,BRIQUENAY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS OBSERVED ON EDGE OF TOWN,"ANTIAIRCRAFT ACTIVE BUT INACCURATE.  12 ENEMY AIRCRAFT SEEN AND ENGAGED , 7 FOKKERS, 5 PFALZ AT 15:10, 11,000 FT.  FOKKERS - RED NOSE BLUE BODIES.  PFALZ YELLOW NOSE AND WHITE TAIL.  1 ENEMY AIRCRAFT SEEN TO HAVE GONE OUT OF CONTROL.","BAR-LE-DUC, GRANDPRE, OBJ. AND RETURN",TRAIN GOING NORTH OUT OF BUZANCY.,NONE,VERY POOR,11000
660,27/10/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,82,10/27/18 13:50,10,,24,115 MM LONG,1056,105.6,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,,"ANTIAIRCRAFT VERY ACTIVE AND ACCURATE.  ENEMY AIRCRAFT VERY ACTIVE AND PERSISTENT;  10 FOKKERS SEEN, 6 ENCOUNTERED AT 16:36-16:37 AT 4000M NEAR BRIQUENAY - SOME HAD LIGHT BLUE BODIES WITH LIGHT PINK AND GREY STRIPES, OTHERS HAD YELLOW NOSES AND YELLOW ON ","LIGNY, BAR-LE-DUC, ST. MEMEHEULD, GRAND PRE, BRIQUENAY, AND RETURN","1 TRAIN SEEN STANDING AT STATIONFACING NORTH, TIME 1512.",LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,POOR,12350
661,27/10/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,82,10/27/18 13:50,10,,6,155 MM PENETRATION,660,66,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,,"ANTIAIRCRAFT VERY ACTIVE AND ACCURATE.  ENEMY AIRCRAFT VERY ACTIVE AND PERSISTENT;  10 FOKKERS SEEN, 6 ENCOUNTERED AT 16:36-16:37 AT 4000M NEAR BRIQUENAY - SOME HAD LIGHT BLUE BODIES WITH LIGHT PINK AND GREY STRIPES, OTHERS HAD YELLOW NOSES AND YELLOW ON ","LIGNY, BAR-LE-DUC, ST. MEMEHEULD, GRAND PRE, BRIQUENAY, AND RETURN","1 TRAIN SEEN STANDING AT STATIONFACING NORTH, TIME 1512.",LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,POOR,12350
662,27/10/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,82,10/27/18 13:50,10,,28,90 MM,554.4,55.44,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,,"ANTIAIRCRAFT VERY ACTIVE AND ACCURATE.  ENEMY AIRCRAFT VERY ACTIVE AND PERSISTENT;  10 FOKKERS SEEN, 6 ENCOUNTERED AT 16:36-16:37 AT 4000M NEAR BRIQUENAY - SOME HAD LIGHT BLUE BODIES WITH LIGHT PINK AND GREY STRIPES, OTHERS HAD YELLOW NOSES AND YELLOW ON ","LIGNY, BAR-LE-DUC, ST. MEMEHEULD, GRAND PRE, BRIQUENAY, AND RETURN","1 TRAIN SEEN STANDING AT STATIONFACING NORTH, TIME 1512.",LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,POOR,12350
663,27/10/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,82,10/27/18 13:50,10,,2,155 MM DEMOLITION,220,22,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,,"ANTIAIRCRAFT VERY ACTIVE AND ACCURATE.  ENEMY AIRCRAFT VERY ACTIVE AND PERSISTENT;  10 FOKKERS SEEN, 6 ENCOUNTERED AT 16:36-16:37 AT 4000M NEAR BRIQUENAY - SOME HAD LIGHT BLUE BODIES WITH LIGHT PINK AND GREY STRIPES, OTHERS HAD YELLOW NOSES AND YELLOW ON ","LIGNY, BAR-LE-DUC, ST. MEMEHEULD, GRAND PRE, BRIQUENAY, AND RETURN","1 TRAIN SEEN STANDING AT STATIONFACING NORTH, TIME 1512.",LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,POOR,12350
664,27/10/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,82,10/27/18 13:50,10,,10,90 MM INCENDIARY,198,19.8,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,,"ANTIAIRCRAFT VERY ACTIVE AND ACCURATE.  ENEMY AIRCRAFT VERY ACTIVE AND PERSISTENT;  10 FOKKERS SEEN, 6 ENCOUNTERED AT 16:36-16:37 AT 4000M NEAR BRIQUENAY - SOME HAD LIGHT BLUE BODIES WITH LIGHT PINK AND GREY STRIPES, OTHERS HAD YELLOW NOSES AND YELLOW ON ","LIGNY, BAR-LE-DUC, ST. MEMEHEULD, GRAND PRE, BRIQUENAY, AND RETURN","1 TRAIN SEEN STANDING AT STATIONFACING NORTH, TIME 1512.",LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,POOR,12350
665,27/10/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,82,10/27/18 13:50,10,,1260,ROUNDS,31.3236,3.13236,49.40558,4.87874,BRIQUENAY,FRANCE,,"MAULAN, FRANCE",48.67381826,5.24807453,,"ANTIAIRCRAFT VERY ACTIVE AND ACCURATE.  ENEMY AIRCRAFT VERY ACTIVE AND PERSISTENT;  10 FOKKERS SEEN, 6 ENCOUNTERED AT 16:36-16:37 AT 4000M NEAR BRIQUENAY - SOME HAD LIGHT BLUE BODIES WITH LIGHT PINK AND GREY STRIPES, OTHERS HAD YELLOW NOSES AND YELLOW ON ","LIGNY, BAR-LE-DUC, ST. MEMEHEULD, GRAND PRE, BRIQUENAY, AND RETURN","1 TRAIN SEEN STANDING AT STATIONFACING NORTH, TIME 1512.",LTS TEN EYCK AND NEWELL HAD FORCED LANDING AT CLERMONT.  LT TEN EYCK SLIGHTLY WOUNDEDIN FOREHEAD.  LTS ELLIOT AND PANCOAST HAD FORCED LANDING AT FROIOES NEAR SOUILLY.  LT PANCOAST SHOT THROUGH LUNG AND STOMACH.  LT SHILLING-REESE HAD FORCED LANDING AT WAS,POOR,12350
666,27/10/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,82,10/27/18 13:55,6,,12,155 MM DEMOLITION,1320,220,49.40558,4.87874,BRIQUENAY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE OBSERVED,"ANTIAIRCRAFT WAS LIGHT AND INACCURATE.  ONE EA SEEN, UNKNOWN BIPLANE SCOUT  IN THE REGION OF BUZANCY AT 15:15 11,000 FT..  AIRPLANE SCOUT WITH BLACK AND WHITE STRIPES ON FUSELAGE; HE TRIED TO GET UNDER THE TAIL OF THE FORMATION, BUT DID NOT SUCCEED.  THE ","BAR-LE-DUC, VARENNES, VARGUENDY(?), GRAND PRE, MAULAN",NONE,NONE,"POOR, VERY HAZY AND CLOUDY",12000
667,27/10/1918,ARGONNE-MEUSE,USA,USAAS,20TH AERO SQUADRON,LIBERTY DH 4,82,10/27/18 13:55,6,,200,ROUNDS,4.86,0.81,49.40558,4.87874,BRIQUENAY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,NONE OBSERVED,"ANTIAIRCRAFT WAS LIGHT AND INACCURATE.  ONE EA SEEN, UNKNOWN BIPLANE SCOUT  IN THE REGION OF BUZANCY AT 15:15 11,000 FT..  AIRPLANE SCOUT WITH BLACK AND WHITE STRIPES ON FUSELAGE; HE TRIED TO GET UNDER THE TAIL OF THE FORMATION, BUT DID NOT SUCCEED.  THE ","BAR-LE-DUC, VARENNES, VARGUENDY(?), GRAND PRE, MAULAN",NONE,NONE,"POOR, VERY HAZY AND CLOUDY",12000
668,27/10/1918,ARGONNE-MEUSE,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,82,10/27/18 14:00,11,,88,155 MM DEMOLITION,9680,880,49.40558,4.87874,BRIQUENAY,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,5 BURSTS NEAR CENTER OF BRICUENAY; FIRES IN CENTER OF BRICUENAY.,ANTIAIRCRAFT WAS INACCURATE AND LIGHT,"BAR-LE-DUC, CLERMONT, VARENNE, AND BRICUENAY",NONE,NONE,VERY POOR,10000
669,27/10/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9A DAY BOMBER,,DAY,5,,,,1144,228.8,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000
670,27/10/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,8,,,,1810,226.25,49.115461,6.175875,FRESCATY,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000
671,27/10/1918,,USA,USAAS,1ST PURSUIT WING,SPAD XIII,,,14,,,,1210,86.42857143,,,,FRANCE,,LISLE-EN-BARROIS,48.896582,5.125722,,,,,,,
672,28/10/1918,,UK,RAF,NO. 99 SQDN,AIRCO DH9A DAY BOMBER,,DAY,12,,,,2842,236.8333333,48.924444,6.6363888,"MORHANQE, FRESCATY",FRANCE,AERODROMES,AZELOT,48.5941522,6.2420764,,,,,0,,10000
673,28/10/1918,,UK,RAF,NO. 104 SQDN,AIRCO DH9 DAY BOMBER,,DAY,13,,,,2942,226.3076923,48.924444,6.6363888,MORHANQE,FRANCE,AERODROME,AZELOT,48.5941522,6.2420764,,,,,0,,10000
674,28/10/1918,,UK,RAF,NO. 97 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1874,1874,49.488333,8.464722,MANNHEIM,GERMANY,BASF,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,10000
675,28/10/1918,,UK,RAF,NO. 100 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1446,1446,49.445476,5.601452,LONQUYON,FRANCE,RAIL JTN,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,8700
676,28/10/1918,,UK,RAF,NO. 115 SQDN,HADLEY PAGE O/400,,NIGHT,3,,,,3788,1262.666667,49.356794,6.167606,THIONVILLE. LONGUYON,FRANCE,RAILWAYS,ROVILLE-AUX-CH_NES,48.382848,6.62454128,,,,,0,,10000
677,28/10/1918,,UK,RAF,NO. 215 SQDN,HADLEY PAGE O/400,,NIGHT,1,,,,1446,1446,49.527454,5.456359,ECOUVIEZ,GERMANY,RAILWAY TRIANGLE,XAFF_VILLERS,48.41122886,6.5995216,,,,,0,,10000
678,28/10/1918,,UK,RAF,NO. 216 SQDN,HADLEY PAGE O/400,,NIGHT,6,,,,8634,1439,45.538718,4.675828,"TREVES, THIONVIL, SAARBRUCKEN",FRANCE,"RAILWAYS, FACTORIES",ROVILLE-AUX-CH_NES,48.382848,6.62454128,,,,,0,,10000
679,29/10/1918,ARGONNE-MEUSE,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,83,10/29/18 8:10,8,,16,155 MM PENETRATION,1760,220,49.094353,6.151673,MONTIGNY,FRANCE,RAILROAD YARDS AMMO DUMP,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS OBSERVED AT WESTERN EDGE OF YARDS AND AMMUNTION DUMP.,ANTIAIRCRAFT SLIGHT BUT FAIRLY ACCURATE; BATTERY OBSERVED AT SOUTH END OF TAILLY.  6 ENEMY AIRCRAFT SEEN AT 09:30 SOUTH OF BRICUENAY.,"BAR-LE-DUC, VAUBACOURT, BELLEVILE AND MONTIGUY",NONE,NONE,POOR,12000
680,29/10/1918,ARGONNE-MEUSE,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,83,10/29/18 8:10,8,,1000,ROUNDS,24.86,3.1075,49.094353,6.151673,MONTIGNY,FRANCE,RAILROAD YARDS AMMO DUMP,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS OBSERVED AT WESTERN EDGE OF YARDS AND AMMUNTION DUMP.,ANTIAIRCRAFT SLIGHT BUT FAIRLY ACCURATE; BATTERY OBSERVED AT SOUTH END OF TAILLY.  6 ENEMY AIRCRAFT SEEN AT 09:30 SOUTH OF BRICUENAY.,"BAR-LE-DUC, VAUBACOURT, BELLEVILE AND MONTIGUY",NONE,NONE,POOR,12000
681,29/10/1918,ARGONNE-MEUSE,USA,USAAS,11TH AERO SQUADRON,,84,10/29/18 13:45,9,,18,155 MM DEMOLITION,1980,220,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS OBSERVED WEST TO NORTHEAST RUNNING THROUGH CENTER OF TOWN 15:15,"ANTIAIRCRAFT ARTILLERY WAS PLENTIFUL BUT INACCURATE.  THREE ENEMY FOKKERS SEEN AT 12,000FT, 15:20 NEAR DANVILLERS.  THE FOKKERS HAD RED NOSE, BLUE WINGS AND WHITE TAIL.  THEY WERE ENGAGED BY THE SPADS.","BEAUVILLEY, SIDREY SUR MEUSE OBJ AND RETURN",,NONE,POOR,12000
682,29/10/1918,ARGONNE-MEUSE,USA,USAAS,11TH AERO SQUADRON,,84,10/29/18 13:45,9,,1000,ROUNDS,24.86,2.762222222,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS OBSERVED WEST TO NORTHEAST RUNNING THROUGH CENTER OF TOWN 15:15,"ANTIAIRCRAFT ARTILLERY WAS PLENTIFUL BUT INACCURATE.  THREE ENEMY FOKKERS SEEN AT 12,000FT, 15:20 NEAR DANVILLERS.  THE FOKKERS HAD RED NOSE, BLUE WINGS AND WHITE TAIL.  THEY WERE ENGAGED BY THE SPADS.","BEAUVILLEY, SIDREY SUR MEUSE OBJ AND RETURN",,NONE,POOR,12000
683,29/10/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,84,10/29/18 13:50,7,,8,155 MM DEMOLITION,880,125.7142857,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,THE HEAVY BOMB FELL SHORT OF OBJECTIVE AND SOME OF THE INCENDIARIES FELL IN NORTHERN PART OF TOWN,"ANTIAIRCRAFT VERY ACTIVE AND VERY ACCURATE.  ENEMY AIRCRAFT VERY ACTIVE AND PERSISTENT.  30 ENEMY AIRCRAFT SEEN(FOKKER) , 10-15 ENCOUNTERED 1515-1530 AT 3000-4000 FT ALTITUDE FROM LINE TO DAMVILLERS AND BACK TO LINES - 1 CONFIRMATION REQUESTED.","LIGNY, BAR-LE-DUC, VERDUN TO DAMVILLERS AND RETURN",A FORMATION OF ABOUT 10-12 SPADS WAS SEEN GOING IN TO LINES AT ABOUT 1540.  THIS FORMATION OF SPADS WAS SEEN OVER VERDUN WHEN FORMATION WAS RETURNING FROM BOMBING MISSION.,"1 PLANE MISSING - BELIEVED TO GO DOWN IN THE REGION OF VERDUN UNDER CONTROL WITH APPARENT MOTOR TROUBLE.  PLANE WAS #10, LTS STANLEY AND FOLGER (BOTH WOUNDED)",VERY POOR,13325
684,29/10/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,84,10/29/18 13:50,7,,12,115 MM LONG,528,75.42857143,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,THE HEAVY BOMB FELL SHORT OF OBJECTIVE AND SOME OF THE INCENDIARIES FELL IN NORTHERN PART OF TOWN,"ANTIAIRCRAFT VERY ACTIVE AND VERY ACCURATE.  ENEMY AIRCRAFT VERY ACTIVE AND PERSISTENT.  30 ENEMY AIRCRAFT SEEN(FOKKER) , 10-15 ENCOUNTERED 1515-1530 AT 3000-4000 FT ALTITUDE FROM LINE TO DAMVILLERS AND BACK TO LINES - 1 CONFIRMATION REQUESTED.","LIGNY, BAR-LE-DUC, VERDUN TO DAMVILLERS AND RETURN",A FORMATION OF ABOUT 10-12 SPADS WAS SEEN GOING IN TO LINES AT ABOUT 1540.  THIS FORMATION OF SPADS WAS SEEN OVER VERDUN WHEN FORMATION WAS RETURNING FROM BOMBING MISSION.,"1 PLANE MISSING - BELIEVED TO GO DOWN IN THE REGION OF VERDUN UNDER CONTROL WITH APPARENT MOTOR TROUBLE.  PLANE WAS #10, LTS STANLEY AND FOLGER (BOTH WOUNDED)",VERY POOR,13325
685,29/10/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,84,10/29/18 13:50,7,,4,155 MM PENETRATION,440,62.85714286,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,THE HEAVY BOMB FELL SHORT OF OBJECTIVE AND SOME OF THE INCENDIARIES FELL IN NORTHERN PART OF TOWN,"ANTIAIRCRAFT VERY ACTIVE AND VERY ACCURATE.  ENEMY AIRCRAFT VERY ACTIVE AND PERSISTENT.  30 ENEMY AIRCRAFT SEEN(FOKKER) , 10-15 ENCOUNTERED 1515-1530 AT 3000-4000 FT ALTITUDE FROM LINE TO DAMVILLERS AND BACK TO LINES - 1 CONFIRMATION REQUESTED.","LIGNY, BAR-LE-DUC, VERDUN TO DAMVILLERS AND RETURN",A FORMATION OF ABOUT 10-12 SPADS WAS SEEN GOING IN TO LINES AT ABOUT 1540.  THIS FORMATION OF SPADS WAS SEEN OVER VERDUN WHEN FORMATION WAS RETURNING FROM BOMBING MISSION.,"1 PLANE MISSING - BELIEVED TO GO DOWN IN THE REGION OF VERDUN UNDER CONTROL WITH APPARENT MOTOR TROUBLE.  PLANE WAS #10, LTS STANLEY AND FOLGER (BOTH WOUNDED)",VERY POOR,13325
686,29/10/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,84,10/29/18 13:50,7,,8,90 MM,158.4,22.62857143,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,THE HEAVY BOMB FELL SHORT OF OBJECTIVE AND SOME OF THE INCENDIARIES FELL IN NORTHERN PART OF TOWN,"ANTIAIRCRAFT VERY ACTIVE AND VERY ACCURATE.  ENEMY AIRCRAFT VERY ACTIVE AND PERSISTENT.  30 ENEMY AIRCRAFT SEEN(FOKKER) , 10-15 ENCOUNTERED 1515-1530 AT 3000-4000 FT ALTITUDE FROM LINE TO DAMVILLERS AND BACK TO LINES - 1 CONFIRMATION REQUESTED.","LIGNY, BAR-LE-DUC, VERDUN TO DAMVILLERS AND RETURN",A FORMATION OF ABOUT 10-12 SPADS WAS SEEN GOING IN TO LINES AT ABOUT 1540.  THIS FORMATION OF SPADS WAS SEEN OVER VERDUN WHEN FORMATION WAS RETURNING FROM BOMBING MISSION.,"1 PLANE MISSING - BELIEVED TO GO DOWN IN THE REGION OF VERDUN UNDER CONTROL WITH APPARENT MOTOR TROUBLE.  PLANE WAS #10, LTS STANLEY AND FOLGER (BOTH WOUNDED)",VERY POOR,13325
687,29/10/1918,ARGONNE-MEUSE,USA,USAAS,96TH AERO SQUADRON,BREGUET 14 B2,84,10/29/18 13:50,7,,2200,ROUNDS,54.692,7.813142857,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,THE HEAVY BOMB FELL SHORT OF OBJECTIVE AND SOME OF THE INCENDIARIES FELL IN NORTHERN PART OF TOWN,"ANTIAIRCRAFT VERY ACTIVE AND VERY ACCURATE.  ENEMY AIRCRAFT VERY ACTIVE AND PERSISTENT.  30 ENEMY AIRCRAFT SEEN(FOKKER) , 10-15 ENCOUNTERED 1515-1530 AT 3000-4000 FT ALTITUDE FROM LINE TO DAMVILLERS AND BACK TO LINES - 1 CONFIRMATION REQUESTED.","LIGNY, BAR-LE-DUC, VERDUN TO DAMVILLERS AND RETURN",A FORMATION OF ABOUT 10-12 SPADS WAS SEEN GOING IN TO LINES AT ABOUT 1540.  THIS FORMATION OF SPADS WAS SEEN OVER VERDUN WHEN FORMATION WAS RETURNING FROM BOMBING MISSION.,"1 PLANE MISSING - BELIEVED TO GO DOWN IN THE REGION OF VERDUN UNDER CONTROL WITH APPARENT MOTOR TROUBLE.  PLANE WAS #10, LTS STANLEY AND FOLGER (BOTH WOUNDED)",VERY POOR,13325
688,29/10/1918,ARGONNE-MEUSE,USA,USAAS,166TH AERO SQUADRON,LIBERTY DH 4,84,10/29/18 14:00,10,,20,155 MM PENETRATION,2200,220,49.34366,5.401111,DAMVILLERS,FRANCE,TOWN,"MAULAN, FRANCE",48.67381826,5.24807453,BURSTS AND FIRE OBSERVED IN SOUTHERN PART OF DAMVILLERS,ANTIAIRCRAFT WAS HEAVY AND ACCURATE,"BAR-LE-DUC, CLERMONT, GERCOURT AND DAMVILLERS",NONE,NONE,POOR,12000
